BOM,Ind Model,HQ Model,Ind ODF,HQ ODF,Project ID,Software Version,Panel,MB,Chassis,PSU,RC,MODULE Panel,（L)/LB,（R)/LB,WIFI BOARD,BLUEE TOOTH,TOP Panel SPONGE STRIPE,L&R Panel SPONGE STRIPE,"
DR",CAMERA(ON TOP EPS),LVDS CABLE-L,LVDS CABLE-R,FFC CABLE(L&R),Stand Base-L,Stand Base-R,Package,增亮片(BRIGHTENER),增亮片(BRIGHTENER),反射片,
H7-32F60MH-IDNA0AA,L32D310,32D310,ALW147819A,GLW147819A,Upgrade software,,4A-LD32O5-CSCGTA,08-MT53X01-MA200WA,MT53X-AP,NO,06-526W37-B002X,08-32F6000-LPM021B,4C-LB3213-HR02J,NO,NO,NO,NO,NO,NO,NO,46-YL105C1-30DX2G,NO,NO,,,,,,,
H7-32F6000-LPM021A,L32D310,32D310,ALW147819B,GLW147819B,NO,,4A-LD32O5-CSCGTA,,MT53X-AP,,,08-32F6000-LPM021B,4C-LB3213-HR02J,NO,NO,NO,NO,NO,NO,,NO,NO,NO,,,,,,,
H7-32F6NNW-IDNB1AA,32A5,32S65A,ALW147823A,GLW147823A,V6-PROJECT-ID115,,4A-LD32O5-CSCGTA,08-RT41X01-MA200WA,RT41XT-AP,NO,06-IRPT45-URC802N,08-32F6N00-LPM002B,4C-LB3213-HR02J,NO,07-8192BT-MA1G,NO,5A-TCH80B-000,5A-TCH80B-010,NO,NO,46-YL110A1-30WX2G,NO,NO,,,,,,,
H7-32F6N00-LPM002B,32A5,32S65A,ALW147823B,GLW147823B,NO,,4A-LD32O5-CSCGTA,,RT41XT-AP,,,08-32F6N00-LPM002B,4C-LB3213-HR02J,NO,NO,NO,NO,NO,NO,,NO,NO,NO,,,,,,,
H7-40F6NLF-IDNA0AA,40A5,40S65A,ALW145548A,GLW145548A,V6-PROJECT-ID113,,4A-LD40O5-CM4GTA,08-RT41K12-MA200AA,RT41KT-AP,NO,06-IRPT45-URC802N,08-40F6N00-LPM001B,4C-LB4011-HR02J,NO,07-8192BT-MA1G,NO,5A-UTUFTH-410,5A-UTUFTH-420,NO,NO,46-YL442A1-51DX1G,NO,NO,,,,,,,
H7-40F6N00-LPM001A,40A5,40S65A,ALW145548E,GLW145548E,NO,,4A-LD40O5-CM4GTA,,RT41KT-AP,,,08-40F6N00-LPM001B,4C-LB4011-HR02J,NO,NO,NO,NO,NO,NO,,NO,NO,NO,,,,,,,
H7-32F60MH-IDNA0AA,L32D310,32D310,ALW147827A,GLW147827A,Upgrade software,,4A-LD32O5-CSCGTA,08-MT53X01-MA200WA,MT53X-AP,NO,06-526W37-B002X,08-32F6000-LPM021B,4C-LB3213-HR02J,NO,NO,NO,NO,NO,NO,NO,46-YL105C1-30DX2G,NO,NO,,,,,,,
H7-32F6000-LPM021A,L32D310,32D310,ALW147827B,GLW147827B,NO,,4A-LD32O5-CSCGTA,,MT53X-AP,,,08-32F6000-LPM021B,4C-LB3213-HR02J,NO,NO,NO,NO,NO,NO,,NO,NO,NO,,,,,,,
H7-40F6NLF-IDNA0AA,40A5,40S65A,ALW147803A,GLW147803A,V6-PROJECT-ID113,,4A-LD40O5-CM4GTA,08-RT41K12-MA200AA,RT41KT-AP,NO,06-IRPT45-URC802N,08-40F6N00-LPM001B,4C-LB4011-HR02J,NO,07-8192BT-MA1G,NO,5A-UTUFTH-410,5A-UTUFTH-420,NO,NO,46-YL442A1-51DX1G,NO,NO,,,,,,,
H7-40F6N00-LPM001A,40A5,40S65A,ALW147803B,GLW147803B,NO,,4A-LD40O5-CM4GTA,,RT41KT-AP,,,08-40F6N00-LPM001B,4C-LB4011-HR02J,NO,NO,NO,NO,NO,NO,,NO,NO,NO,,,,,,,
H7-40F60JR-IDNA4AA,40B3,40F6,ALW147804A,GLW147804A,Upgrade software,,4A-LD40O5-CM3GTA,08-MS36K01-MA200AA,MS36KT-AP,NO,06-526W37-E002X,08-40F6000-LPM001A,4C-LB4010-HR04J,NO,NO,NO,NO,NO,NO,NO,46-YL511A1-51DX1G,NO,NO,,,,,,,
H7-40F6001-LPM001A,40B3,40F6,ALW147804B,GLW147804B,NO,,4A-LD40O5-CM3GTA,,MS36KT-AP,,,08-40F6000-LPM001A,4C-LB4010-HR04J,NO,NO,NO,NO,NO,NO,,NO,NO,NO,,,,,,,
H7-40F60JR-IDNA5AA,L40D3000B,40F6,ALW147821A,GLW147821A,Upgrade software,,4A-LD40O5-CM3GTA,08-MS36K01-MA200AA,MS36KT-AP,NO,06-526W37-E002X,08-40F6000-LPM001A,4C-LB4010-HR04J,NO,NO,NO,NO,NO,NO,NO,46-YL511A1-51DX1G,NO,NO,,,,,,,
H7-40F6001-LPM001A,L40D3000B,40F6,ALW147821B,GLW147821B,NO,,4A-LD40O5-CM3GTA,,MS36KT-AP,,,08-40F6000-LPM001A,4C-LB4010-HR04J,NO,NO,NO,NO,NO,NO,,NO,NO,NO,,,,,,,
H7-40F60LF-IDNE3AA,L40S6800,40S6800,ALW147822A,GLW147822A,V6-PROJECT-ID009,,4A-LD40O5-CM3GTA,08-RT41K12-MA200AA,RT41KT-AP,NO,06-IRPT45-URC802N,08-40F6000-LPM001L,4C-LB4010-HR04J,NO,07-8192BT-MA1G,NO,NO,NO,NO,NO,46-YL431A1-51DX1G,NO,NO,,,,,,,
H7-40F6000-LPM001L,L40S6800,40S6800,ALW147822B,GLW147822B,NO,,4A-LD40O5-CM3GTA,,RT41KT-AP,,,08-40F6000-LPM001L,4C-LB4010-HR04J,NO,NO,NO,NO,NO,NO,,NO,NO,NO,,,,,,,
H7-40F60LF-IDNF0AA,40A3,40S6500,ALW147824A,GLW147824A,V6-PROJECT-ID144,,4A-LD40O5-CM4GTA,08-RT41K12-MA200AA,RT41KT-AP,NO,06-IRPT45-URC802N,08-40F6000-LPM010A,4C-LB4010-HR04J,NO,07-8192BT-MA1G,NO,NO,NO,NO,NO,46-YL442A1-51DX1G,NO,NO,,,,,,,
H7-40F6000-LPM000A,40A3,40S6500,ALW147824B,GLW147824B,NO,,4A-LD40O5-CM4GTA,,RT41KT-AP,,,08-40F6000-LPM010A,4C-LB4010-HR04J,NO,NO,NO,NO,NO,NO,,NO,NO,NO,,,,,,,
H7-40F60JR-IDNA4AA,40B3,40F6,ALW147825A,GLW147825A,Upgrade software,,4A-LD40O5-CM3GTA,08-MS36K01-MA200AA,MS36KT-AP,NO,06-526W37-E002X,08-40F6000-LPM001A,4C-LB4010-HR04J,NO,NO,NO,NO,NO,NO,NO,46-YL511A1-51DX1G,NO,NO,,,,,,,
H7-40F6001-LPM001A,40B3,40F6,ALW147825B,GLW147825B,NO,,4A-LD40O5-CM3GTA,,MS36KT-AP,,,08-40F6000-LPM001A,4C-LB4010-HR04J,NO,NO,NO,NO,NO,NO,,NO,NO,NO,,,,,,,
H7-40F60LF-IDNE3AA,L40S6800,40S6800,ALW148150A,GLW148150A,V6-PROJECT-ID009,,4A-LD40O5-CM3GTA,08-RT41K12-MA200AA,RT41KT-AP,NO,06-IRPT45-URC802N,08-40F6000-LPM001L,4C-LB4010-HR04J,NO,07-8192BT-MA1G,NO,NO,NO,NO,NO,46-YL431A1-51DX1G,NO,NO,,,,,,,
H7-40F6000-LPM001L,L40S6800,40S6800,ALW148150B,GLW148150B,NO,,4A-LD40O5-CM3GTA,,RT41KT-AP,,,08-40F6000-LPM001L,4C-LB4010-HR04J,NO,NO,NO,NO,NO,NO,,NO,NO,NO,,,,,,,
H7-40F6NLF-IDNA0AA,40A5,40S65A,ALW148991A,GLW148991A,V6-PROJECT-ID113,,4A-LD40O5-CM4GTA,08-RT41K12-MA200AA,RT41KT-AP,NO,06-IRPT45-URC802N,08-40F6N00-LPM001B,4C-LB4011-HR02J,NO,07-8192BT-MA1G,NO,5A-UTUFTH-410,5A-UTUFTH-420,NO,NO,46-YL442A1-51DX1G,NO,NO,,,,,,,
H7-40F6N00-LPM001A,40A5,40S65A,ALW148991B,GLW148991B,NO,,4A-LD40O5-CM4GTA,,RT41KT-AP,,,08-40F6N00-LPM001B,4C-LB4011-HR02J,NO,NO,NO,NO,NO,NO,,NO,NO,NO,,,,,,,
H7-50F60NB-IDNC2AA,50A8,50P8,ALW148981J,GLW148981J,V6-PROJECT-ID133,,4A-LD50O5-CH2GTA,08-RT51H03-MA200AA,RT51HT-AP,08-L12NWA2-PW200AA,06-IRPT45-CRC802NP,08-50F6000-LPM011B,4C-LB5007-ZM07JC,NO,07-MT7638-MA0G,NO,NO,NO,NO,,46-YV410E1-51DX1G,NO,46-YM060B1-80WX0G,,,,,,,
H7-32F60JW-IDNE1AA,L32D3000B,32D3000,ALW148982A,GLW148982A,Upgrade software,,4A-LD32O5-CSCGTA,08-MS36V05-MA200AA,MS36VT-AP,NO,06-526W37-E002X,08-32F6000-LPM018H,4C-LB3205-HR02JC,NO,NO,NO,NO,NO,NO,,46-YL110A1-30WX2G,NO,NO,,,,,,,
H7-32F60JW-IDNE1AA,L32D3000B,32D3000,ALW148982B,GLW148982B,Upgrade software,,4A-LD32O5-CSCGTA,08-MS36V05-MA200AA,MS36VT-AP,NO,06-526W37-E002X,08-32F6000-LPM018H,4C-LB3205-HR02JC,NO,NO,NO,NO,NO,NO,,46-YL110A1-30WX2G,NO,NO,,,,,,,
H7-40F60JR-IDNA2AA,L40D3000B,40F6,ALW148982C,GLW148982C,Upgrade software,,4A-LD40O5-CM3GTA,08-MS36K01-MA200AA,MS36KT-AP,NO,06-526W37-E002X,08-40F6000-LPM002A,4C-LB4010-HR04JC,NO,NO,NO,NO,NO,NO,,46-YL511A1-51DX1G,NO,NO,,,,,,,
H7-32F60JW-IDNE1AA,L32D3000B,32D3000,ALW148982E,GLW148982E,Upgrade software,,4A-LD32O5-CSCGTA,08-MS36V05-MA200AA,MS36VT-AP,NO,06-526W37-E002X,08-32F6000-LPM018H,4C-LB3205-HR02JC,NO,NO,NO,NO,NO,NO,,46-YL110A1-30WX2G,NO,NO,,,,,,,
H7-32F60JW-IDNE1AA,L32D3000B,32D3000,ALW149264A,GLW149264A,Upgrade software,,4A-LD32O5-CSCGTA,08-MS36V05-MA200AA,MS36VT-AP,NO,06-526W37-E002X,08-32F6000-LPM018H,4C-LB3205-HR02JC,NO,NO,NO,NO,NO,NO,,46-YL110A1-30WX2G,NO,NO,,,,,,,
H7-32F60JW-IDNE1AA,L32D3000B,32D3000,ALW149264B,GLW149264B,Upgrade software,,4A-LD32O5-CSCGTA,08-MS36V05-MA200AA,MS36VT-AP,NO,06-526W37-E002X,08-32F6000-LPM018H,4C-LB3205-HR02JC,NO,NO,NO,NO,NO,NO,,46-YL110A1-30WX2G,NO,NO,,,,,,,
H7-40F60LF-IDNC4AA,40A3,40S6500,ALW149581C,GLW149581C,V6-PROJECT-ID009,,4A-LD40O5-CM3GTA,08-RT41K12-MA200AA,RT41KT-AP,NO,06-IRPT45-URC802N,08-40F6000-LPM002C,4C-LB4010-HR04JC,NO,07-8192BT-MA1G,NO,NO,NO,NO,,46-YL431A1-51DX1G,NO,NO,,,,,,,
H7-32F60JW-IDNE1AA,L32D3000B,32D3000,ALW149624B,GLW149624B,Upgrade software,,4A-LD32O5-CSCGTA,08-MS36V05-MA200AA,MS36VT-AP,NO,06-526W37-E002X,08-32F6000-LPM018H,4C-LB3205-HR02JC,NO,NO,NO,NO,NO,NO,,46-YL110A1-30WX2G,NO,NO,,,,,,,
H7-32F60JW-IDNE0AA,32B3,32D3000,ALW149624D,GLW149624D,Upgrade software,,4A-LD32O5-CSCGTA,08-MS36V05-MA200AA,MS36VT-AP,NO,06-526W37-E002X,08-32F6000-LPM018H,4C-LB3205-HR02JC,NO,NO,NO,NO,NO,NO,,46-YL110A1-30WX2G,NO,NO,,,,,,,
H7-32F60JW-IDNE1AA,L32D3000B,32D3000,ALW149624C,GLW149624C,Upgrade software,,4A-LD32O5-CSCGTA,08-MS36V05-MA200AA,MS36VT-AP,NO,06-526W37-E002X,08-32F6000-LPM018H,4C-LB3205-HR02JC,NO,NO,NO,NO,NO,NO,,46-YL110A1-30WX2G,NO,NO,,,,,,,
H7-40F60LF-IDNC4AA,40A3,40S6500,ALW149624A,GLW149624A,V6-PROJECT-ID009,,4A-LD40O5-CM3GTA,08-RT41K12-MA200AA,RT41KT-AP,NO,06-IRPT45-URC802N,08-40F6000-LPM002C,4C-LB4010-HR04JC,NO,07-8192BT-MA1G,NO,NO,NO,NO,,46-YL431A1-51DX1G,NO,NO,,,,,,,
H7-32F60LE-IDNF0AA,32A3,32S6500,ALW149581A,GLW149581A,V6-PROJECT-ID079,,4A-LD32O5-CSCGTA,08-RT41V01-MA200WA,RT41VT-AP,NO,06-IRPT45-URC802N,08-32F6000-LPM018G,4C-LB3205-HR02JC,NO,07-8192BT-MA1G,NO,NO,NO,NO,,46-YL110A1-30WX2G,NO,NO,,,,,,,
H7-32F60LE-IDNF0AA,32A3,32S6500,ALW149581B,GLW149581B,V6-PROJECT-ID079,,4A-LD32O5-CSCGTA,08-RT41V01-MA200WA,RT41VT-AP,NO,06-IRPT45-URC802N,08-32F6000-LPM018G,4C-LB3205-HR02JC,NO,07-8192BT-MA1G,NO,NO,NO,NO,,46-YL110A1-30WX2G,NO,NO,,,,,,,
H7-24D31MH-IDNB1AA,24B5,24D3100,ALW148990A,GLW148990A,Upgrade software,,4A-LD24O5-CM2GTA,08-MT53V01-MA200WA,MT53V-AP,NO,06-526W37-B002X,08-CM24TML-LC215AA,4D-LD24E5-DT6GTACK,NO,NO,NO,NO,NO,NO,NO,46-YL333B2-30DX3G,NO,NO,,,,,,,
H7-CM24TML-LC215BA,24B5,24D3100,ALW148990B,GLW148990B,NO,,4A-LD24O5-CM2GTA,,MT53V-AP,,,08-CM24TML-LC215AA,4D-LD24E5-DT6GTACK,NO,NO,NO,NO,NO,NO,,NO,NO,NO,,,,,,,
H7-50D60NB-IDND1AA,50P8M,50P8M,ALW149406A,GLW149406A,V6-PROJECT-ID133,,4A-LD50O5-CH2GTA,08-RT51H03-MA200AA,RT51HT-AP,08-L12NWA2-PW200AA,06-IRPT45-CRC802NP,08-50D6000-LPM003C,4C-LB5007-ZM07J,NO,07-MT7638-MA0G,NO,NO,NO,NO,NO,46-YV410E1-51DX1G,NO,46-YM060B1-80WX0G,,,,,,,
H7-50D6000-LPM003C,50P8M,50P8M,ALW149406B,GLW149406B,NO,,4A-LD50O5-CH2GTA,,RT51HT-AP,,,08-50D6000-LPM003C,4C-LB5007-ZM07J,NO,NO,NO,NO,NO,NO,,NO,NO,NO,,,,,,,
H7-55F60NC-IDNA1AA,55A8,55P8,ALW149407A,GLW149407A,V6-PROJECT-ID025,,4A-LD55O5-CSXGTA,08-RT51R01-MA200AA,RT51RT-AP,08-L12NWA2-PW200AA,06-IRPT45-CRC802NP,08-55F6000-LPM007H,4C-LB5507-HR06J,4C-LB5508-HR06J,07-MT7638-MA0G,NO,NO,NO,NO,NO,46-YV479C1-80DX1G,46-YV619C1-80DX1G,NO,,,,,,,
H7-55F6001-LPM007H,55A8,55P8,ALW149407B,GLW149407B,NO,,4A-LD55O5-CSXGTA,,RT51RT-AP,,,08-55F6000-LPM007H,4C-LB5507-HR06J,4C-LB5508-HR06J,NO,NO,NO,NO,NO,,NO,NO,NO,,,,,,,
H7-55D60NC-IDNA1AA,55P8M,55P8M,ALW149408A,GLW149408A,V6-PROJECT-ID025,,4A-LD55O5-CSXGTA,08-RT51R01-MA200AA,RT51RT-AP,08-L12NWA2-PW200AA,06-IRPT45-CRC802NP,08-55D6000-LPM001B,4C-LB5507-HR06J,4C-LB5508-HR06J,07-MT7638-MA0G,NO,NO,NO,NO,NO,46-YV479C1-80DX1G,46-YV619C1-80DX1G,NO,,,,,,,
H7-55D6000-LPM001A,55P8M,55P8M,ALW149408B,GLW149408B,NO,,4A-LD55O5-CSXGTA,,RT51RT-AP,,,08-55D6000-LPM001B,4C-LB5507-HR06J,4C-LB5508-HR06J,NO,NO,NO,NO,NO,,NO,NO,NO,,,,,,,
H7-55D60NC-IDNA1AA,55P8M,55P8M,ALW149409A,GLW149409A,V6-PROJECT-ID025,,4A-LD55O5-CSXGTA,08-RT51R01-MA200AA,RT51RT-AP,08-L12NWA2-PW200AA,06-IRPT45-CRC802NP,08-55D6000-LPM001B,4C-LB5507-HR06J,4C-LB5508-HR06J,07-MT7638-MA0G,NO,NO,NO,NO,NO,46-YV479C1-80DX1G,46-YV619C1-80DX1G,NO,,,,,,,
H7-55D6000-LPM001A,55P8M,55P8M,ALW149409B,GLW149409B,NO,,4A-LD55O5-CSXGTA,,RT51RT-AP,,,08-55D6000-LPM001B,4C-LB5507-HR06J,4C-LB5508-HR06J,NO,NO,NO,NO,NO,,NO,NO,NO,,,,,,,
H7-32F6NNW-IDNB0AA,L32S65A,32S65A,ALW149410A,GLW149410A,V6-PROJECT-ID115,,4A-LD32O5-CSCGTA,08-RT41X01-MA200WA,RT41XT-AP,NO,06-IRPT45-URC802N,08-32F6N00-LPM002B,4C-LB3213-HR02J,NO,07-8192BT-MA1G,NO,5A-TCH80B-000,5A-TCH80B-010,NO,NO,46-YL110A1-30WX2G,NO,NO,,,,,,,
H7-32F6N00-LPM002B,L32S65A,32S65A,ALW149410B,GLW149410B,NO,,4A-LD32O5-CSCGTA,,RT41XT-AP,,,08-32F6N00-LPM002B,4C-LB3213-HR02J,NO,NO,NO,NO,NO,NO,,NO,NO,NO,,,,,,,
H7-40F60LF-IDNE3AA,L40S6800,40S6800,ALW149411A,GLW149411A,V6-PROJECT-ID009,,4A-LD40O5-CM3GTA,08-RT41K12-MA200AA,RT41KT-AP,NO,06-IRPT45-URC802N,08-40F6000-LPM001L,4C-LB4010-HR04J,NO,07-8192BT-MA1G,NO,NO,NO,NO,NO,46-YL431A1-51DX1G,NO,NO,,,,,,,
H7-40F6000-LPM001L,L40S6800,40S6800,ALW149411B,GLW149411B,NO,,4A-LD40O5-CM3GTA,,RT41KT-AP,,,08-40F6000-LPM001L,4C-LB4010-HR04J,NO,NO,NO,NO,NO,NO,,NO,NO,NO,,,,,,,
H7-43F60ND-IDNA2AA,43A8,43P8,ALW148981A,GLW148981A,V6-PROJECT-ID027,,4A-LD43O5-AU6GTA,08-RT51T03-MA200AA,RT51TT-AP,08-L12NWA2-PW210AA,06-IRPT45-CRC802NP,08-43F6000-LPM013G,4C-LB4311-ZM12JC,NO,07-MT7638-MA0G,NO,NO,5A-757030-200,NO,,46-YV285B1-60DX1G,46-YL401A1-60DX1G,NO,,,,,,,
H7-43D60ND-IDNA1AA,43P8M,43P8M,ALW148981B,GLW148981B,V6-PROJECT-ID027,,4A-LD43O5-AU6GTA,08-RT51T03-MA200AA,RT51TT-AP,08-L12NWA2-PW210AA,06-IRPT45-CRC802NP,08-43D6000-LPM006A,4C-LB4311-ZM12JC,NO,07-MT7638-MA0G,NO,NO,NO,NO,,46-YL285A1-60DX1G,46-YL401A1-60DX1G,NO,,,,,,,
H7-43F60ND-IDNA2AA,43A8,43P8,ALW148981I,GLW148981I,V6-PROJECT-ID027,,4A-LD43O5-AU6GTA,08-RT51T03-MA200AA,RT51TT-AP,08-L12NWA2-PW210AA,06-IRPT45-CRC802NP,08-43F6000-LPM013G,4C-LB4311-ZM12JC,NO,07-MT7638-MA0G,NO,NO,5A-757030-200,NO,,46-YV285B1-60DX1G,46-YL401A1-60DX1G,NO,,,,,,,
H7-50F60NB-IDNC2AA,50A8,50P8,ALW148982D,GLW148982D,V6-PROJECT-ID133,,4A-LD50O5-CH2GTA,08-RT51H03-MA200AA,RT51HT-AP,08-L12NWA2-PW200AA,06-IRPT45-CRC802NP,08-50F6000-LPM011B,4C-LB5007-ZM02JC,NO,07-MT7638-MA0G,NO,NO,NO,NO,,46-YV410E1-51DX1G,NO,46-YM060B1-80WX0G,,,,,,,
H7-32F60LE-IDNF0AA,32A3,32S6500,ALW149624E,GLW149624E,V6-PROJECT-ID079,,4A-LD32O5-CSCGTA,08-RT41V01-MA200WA,RT41VT-AP,NO,06-IRPT45-URC802N,08-32F6000-LPM018G,4C-LB3205-HR02JC,NO,07-8192BT-MA1G,NO,NO,NO,NO,,46-YL110A1-30WX2G,NO,NO,,,,,,,
H7-32F60LE-IDNF0AA,32A3,32S6500,ALW149624F,GLW149624F,V6-PROJECT-ID079,,4A-LD32O5-CSCGTA,08-RT41V01-MA200WA,RT41VT-AP,NO,06-IRPT45-URC802N,08-32F6000-LPM018G,4C-LB3205-HR02JC,NO,07-8192BT-MA1G,NO,NO,NO,NO,,46-YL110A1-30WX2G,NO,NO,,,,,,,
H7-24D31MH-IDNB1AA,24B5,24D3100,ALW149852A,GLW149852A,Upgrade software,,4A-LD24O5-CM2GTA,08-MT53V01-MA200WA,MT53V-AP,NO,06-526W37-B002X,08-CM24TML-LC215AA,4D-LD24E5-DT6GTACK,NO,NO,NO,NO,NO,NO,NO,46-YL333B2-30DX3G,NO,NO,,,,,,,
H7-CM24TML-LC215BA,24B5,24D3100,ALW149852B,GLW149852B,NO,,4A-LD24O5-CM2GTA,,MT53V-AP,,,08-CM24TML-LC215AA,4D-LD24E5-DT6GTACK,NO,NO,NO,NO,NO,NO,,NO,NO,NO,,,,,,,
H7-24D31MH-IDNB0AA,L24D310,24D3100,ALW149853A,GLW149853A,Upgrade software,,4A-LD24O5-CM2GTA,08-MT53V01-MA200WA,MT53V-AP,NO,06-526W37-B002X,08-CM24TML-LC215AA,4D-LD24E5-DT6GTACK,NO,NO,NO,NO,NO,NO,NO,46-YL333B2-30DX3G,NO,NO,,,,,,,
H7-CM24TML-LC215BA,L24D310,24D3100,ALW149853B,GLW149853B,NO,,4A-LD24O5-CM2GTA,,MT53V-AP,,,08-CM24TML-LC215AA,4D-LD24E5-DT6GTACK,NO,NO,NO,NO,NO,NO,,NO,NO,NO,,,,,,,
H7-32F60LE-IDNF1AA,32A3,32S6500,ALW149965A,GLW149965A,V6-PROJECT-ID079,,4A-LD32O5-CSCGTA,08-RT41V01-MA200WA,RT41VT-AP,NO,06-IRPT45-URC802N,08-32F6000-LPM010Q,4C-LB3205-HR02J,NO,07-8192BT-MA1G,NO,NO,NO,NO,NO,46-YL110A1-30WX2G,NO,NO,,,,,,,
H7-32F6000-LPM010A,32A3,32S6500,ALW149965B,GLW149965B,NO,,4A-LD32O5-CSCGTA,,RT41VT-AP,,,08-32F6000-LPM010Q,4C-LB3205-HR02J,NO,NO,NO,NO,NO,NO,,NO,NO,NO,,,,,,,
H7-32F6NNW-IDNB1AA,32A5,32S65A,ALW149966A,GLW149966A,V6-PROJECT-ID115,,4A-LD32O5-CSCGTA,08-RT41X01-MA200WA,RT41XT-AP,NO,06-IRPT45-URC802N,08-32F6N00-LPM002B,4C-LB3213-HR02J,NO,07-8192BT-MA1G,NO,5A-TCH80B-000,5A-TCH80B-010,NO,NO,46-YL110A1-30WX2G,NO,NO,,,,,,,
H7-32F6N00-LPM002B,32A5,32S65A,ALW149966B,GLW149966B,NO,,4A-LD32O5-CSCGTA,,RT41XT-AP,,,08-32F6N00-LPM002B,4C-LB3213-HR02J,NO,NO,NO,NO,NO,NO,,NO,NO,NO,,,,,,,
H7-32F60JW-IDNE2AA,32B3,32D3000,ALW149967A,GLW149967A,Upgrade software,,4A-LD32O5-CSCGTA,08-MS36V05-MA200AA,MS36VT-AP,NO,06-526W37-E002X,08-32F6000-LPM010R,4C-LB3205-HR02J,NO,NO,NO,NO,NO,NO,NO,46-YL110A1-30WX2G,NO,NO,,,,,,,
H7-32F6000-LPM010F,32B3,32D3000,ALW149967B,GLW149967B,NO,,4A-LD32O5-CSCGTA,,MS36VT-AP,,,08-32F6000-LPM010R,4C-LB3205-HR02J,NO,NO,NO,NO,NO,NO,,NO,NO,NO,,,,,,,
H7-40F60LF-IDNC3AA,40A3,40S6500,ALW149968A,GLW149968A,V6-PROJECT-ID009,,4A-LD40O5-CM4GTA,08-RT41K12-MA200AA,RT41KT-AP,NO,06-IRPT45-URC802N,08-40F6000-LPM010A,4C-LB4010-HR04J,NO,07-8192BT-MA1G,NO,NO,NO,NO,NO,46-YL431A1-51DX1G,NO,NO,,,,,,,
H7-40F6000-LPM000A,40A3,40S6500,ALW149968B,GLW149968B,NO,,4A-LD40O5-CM4GTA,,RT41KT-AP,,,08-40F6000-LPM010A,4C-LB4010-HR04J,NO,NO,NO,NO,NO,NO,,NO,NO,NO,,,,,,,
H7-40F6NLF-IDNA0AA,40A5,40S65A,ALW149969A,GLW149969A,V6-PROJECT-ID113,,4A-LD40O5-CM4GTA,08-RT41K12-MA200AA,RT41KT-AP,NO,06-IRPT45-URC802N,08-40F6N00-LPM001B,4C-LB4011-HR02J,NO,07-8192BT-MA1G,NO,5A-UTUFTH-410,5A-UTUFTH-420,NO,NO,46-YL442A1-51DX1G,NO,NO,,,,,,,
H7-40F6N00-LPM001A,40A5,40S65A,ALW149969B,GLW149969B,NO,,4A-LD40O5-CM4GTA,,RT41KT-AP,,,08-40F6N00-LPM001B,4C-LB4011-HR02J,NO,NO,NO,NO,NO,NO,,NO,NO,NO,,,,,,,
H7-40F60JR-IDNA4AA,40B3,40F6,ALW149970A,GLW149970A,Upgrade software,,4A-LD40O5-CM3GTA,08-MS36K01-MA200AA,MS36KT-AP,NO,06-526W37-E002X,08-40F6000-LPM001A,4C-LB4010-HR04J,NO,NO,NO,NO,NO,NO,NO,46-YL511A1-51DX1G,NO,NO,,,,,,,
H7-40F6001-LPM001A,40B3,40F6,ALW149970B,GLW149970B,NO,,4A-LD40O5-CM3GTA,,MS36KT-AP,,,08-40F6000-LPM001A,4C-LB4010-HR04J,NO,NO,NO,NO,NO,NO,,NO,NO,NO,,,,,,,
H7-50F60NB-IDNC1AA,50A8,50P8,ALW149971A,GLW149971A,V6-PROJECT-ID133,,4A-LD50O5-CH2GTA,08-RT51H03-MA200AA,RT51HT-AP,08-L12NWA2-PW200AA,06-IRPT45-CRC802NP,08-50F6000-LPM010D,4C-LB5007-ZM07J,NO,07-MT7638-MA0G,NO,NO,NO,NO,NO,46-YV410E1-51DX1G,NO,46-YM060B1-80WX0G,,,,,,,
H7-50F6000-LPM010D,50A8,50P8,ALW149971B,GLW149971B,NO,,4A-LD50O5-CH2GTA,,RT51HT-AP,,,08-50F6000-LPM010D,4C-LB5007-ZM07J,NO,NO,NO,NO,NO,NO,,NO,NO,NO,,,,,,,
H7-50D60NB-IDND1AA,50P8M,50P8M,ALW149972A,GLW149972A,V6-PROJECT-ID133,,4A-LD50O5-CH2GTA,08-RT51H03-MA200AA,RT51HT-AP,08-L12NWA2-PW200AA,06-IRPT45-CRC802NP,08-50D6000-LPM003C,4C-LB5007-ZM07J,NO,07-MT7638-MA0G,NO,NO,NO,NO,NO,46-YV410E1-51DX1G,NO,46-YM060B1-80WX0G,,,,,,,
H7-50D6000-LPM003C,50P8M,50P8M,ALW149972B,GLW149972B,NO,,4A-LD50O5-CH2GTA,,RT51HT-AP,,,08-50D6000-LPM003C,4C-LB5007-ZM07J,NO,NO,NO,NO,NO,NO,,NO,NO,NO,,,,,,,
H7-32F60MH-IDNA0AA,L32D310,32D310,ALW149975A,GLW149975A,Upgrade software,,4A-LD32O5-CSCGTA,08-MT53X01-MA200WA,MT53X-AP,NO,06-526W37-B002X,08-32F6000-LPM021B,4C-LB3213-HR02J,NO,NO,NO,NO,NO,NO,NO,46-YL105C1-30DX2G,NO,NO,,,,,,,
H7-32F6000-LPM021A,L32D310,32D310,ALW149975B,GLW149975B,NO,,4A-LD32O5-CSCGTA,,MT53X-AP,,,08-32F6000-LPM021B,4C-LB3213-HR02J,NO,NO,NO,NO,NO,NO,,NO,NO,NO,,,,,,,
